StarName,Reference,RA,Decl,Teff,logg,Metallicity,Fe,Fe_H_error,Sr,Sr_Fe_error,Y,Y_Fe_error,Zr,Zr_Fe_error,Nb,Nb_Fe_error,Pd,Pd_Fe_error,Ag,Ag_Fe_error,Eu,Eu_Fe_error,Tb,Tb_Fe_error,Tm,Tm_Fe_error,Hf,Hf_Fe_error,Ir,Ir_Fe_error,longitude,latitude,Coord_X,Coord_Y,Coord_Z,VX,VY,VZ,RV
HE0056-3022,I.U.Roederer AJ 147 136 2014,00 58 43.87,-30 05 57.7,4810,1.5,-3.72,-3.77,0.15,-0.91,0.15,<-0.93,,<-0.01,,<2.41,,,,,,<0.32,,<1.44,,<1.36,,<1.82,,<2.01,,275 03 04.74,-86 37 31.21,12.968,-146.71,-2497.69,0.146,-1.654,-28.151,28.2
HE0057-4541,C.SiqueiraMello AAP 565 A93 2014,00 59 59.20,-45 24 54.0,5144,2.73,-2.4,-2.34,,0.27,,-0.17,,0.3,,,,,,,,0.55,,,,<0.76,,,,<0.97,,298 09 55.62,-71 38 03.10,702.427,-1311.92,-4482.42,2.038,-3.805,-13.002,13.7
HE0105-6141,C.SiqueiraMello AAP 565 A93 2014,01 07 37.83,-61 25 17.6,5234,2.91,-2.57,-2.56,,0.33,,-0.04,,0.19,,,,,,,,0.51,,,,,,,,,,299 30 18.87,-55 35 55.77,610.784,-1079.33,-1811.13,1.475,-2.606,-4.373,5.3
HE0240-0807,C.SiqueiraMello AAP 565 A93 2014,02 42 57.60,-07 54 35.0,4740,1.5,-2.86,-2.86,,-0.09,,-0.07,,0.25,,,,,,,,0.76,,<0.76,,<0.88,,,,<1.28,,182 04 28.92,-57 20 45.53,-8900.33,-322.425,-13897.3,54.892,1.989,85.71,-101.8
HE0315+0000,C.J.Hansen AAP 545 A31 2012,03 17 39.01,+00 11 04.5,5200,2.4,-2.59,-2.59,0.15,0.13,0.12,0.08,0.15,0.3,0.16,,,,,,,0.7,0.21,,,,,,,,,181 08 21.32,-45 31 01.60,-6843.6,-136.094,-6969.63,,,,
HE0336-2412,I.U.Roederer AJ 147 136 2014,03 38 41.48,-24 02 50.3,4950,1.9,-3.02,-3.05,0.15,-0.12,0.25,-0.51,0.19,0.01,0.17,<1.91,,,,,,-0.21,0.38,<0.84,,<0.82,,<1.38,,,,217 50 31.16,-52 19 55.20,-491.446,-381.782,-806.112,-48.885,-37.977,-80.186,101.3
HE0338-3945,K.Jonsell AAP 451 651 2006,03 39 55.00,-39 35 42.9,6160,4.13,-2.42,-2.43,0.05,0.84,0.14,0.85,0.08,1.22,0.08,,,,,<1.68,0.12,1.93,0.09,<2.24,0.11,2.37,-0.08,2.66,0.23,,,243 36 44.97,-53 03 51.61,-492.084,-991.839,-1472.74,-47.512,-95.765,-142.197,177.9
HE0442-1234,C.J.Hansen AAP 545 A31 2012,04 44 51.70,-12 28 45.5,4530,0.65,-2.32,-2.32,0.15,-0.18,0.17,-0.24,0.16,-0.06,0.19,,,0.12,0.3,,,0.28,0.14,,,,,,,,,210 05 24.42,-33 40 15.94,-10626.3,-6157.42,-8181.73,,,,
HE0454-4758,I.U.Roederer AJ 147 136 2014,04 55 26.71,-47 53 41.8,5140,2.4,-3.32,-3.38,0.15,-0.36,0.17,-0.64,0.25,,,<2.42,,,,,,<0.46,,<1.5,,<1.53,,<2.14,,,,254 03 35.16,-38 52 20.10,-791.696,-2771.88,-2323.76,-51.359,-179.816,-150.746,240.2
HE0516-3820,C.SiqueiraMello AAP 565 A93 2014,05 18 12.90,-38 17 33.0,5269,2.17,-2.51,-2.48,,0.26,,0.13,,0.41,,,,,,,,0.62,,,,,,,,,,242 33 27.75,-33 58 52.02,-2974.34,-5727.73,-4350.15,-59.004,-113.625,-86.297,154.4
HE0524-2055,C.SiqueiraMello AAP 565 A93 2014,05 27 04.40,-20 52 42.0,4749,1.53,-2.77,-2.74,,0.02,,-0.18,,0.27,,,,,,,,0.47,,<0.47,,,,,,<0.91,,223 34 40.25,-27 29 57.76,-6628.96,-6307.79,-4763.31,-164.117,-156.166,-117.928,255.4
HE0938+0114,I.U.Roederer AJ 147 136 2014,09 40 43.20,+01 00 29.6,6030,3.65,-2.92,-3.09,0.21,-0.1,0.15,<-0.22,,,,<2.95,,,,,,<1.24,,<2.31,,<2.22,,<3.03,,,,234 26 16.05,+37 22 58.65,-133.215,-186.332,175.017,26.434,36.974,-34.728,-57.2
HE1012-1540,I.U.Roederer AJ 147 136 2014,10 14 53.48,-15 55 53.2,5230,2.65,-3.76,-4.17,0.16,-0.39,0.15,<0.33,,<1.31,,<3.65,,,,,,<1.6,,<2.8,,<2.73,,<3.21,,,,256 50 52.25,+32 35 27.23,-721.14,-3086.19,2026.16,-43.25,-185.091,121.516,225.6
HE1012-1540,I.U.Roederer ApJ 784 158 2014,10 14 53.48,-15 55 53.2,5230,2.65,-3.76,-4.17,0.16,-0.39,0.15,<0.33,,<1.31,,<3.65,,,,,,<1.6,,<2.8,,<2.73,,<3.21,,,,256 50 52.25,+32 35 27.23,-721.14,-3086.19,2026.16,-43.211,-184.927,121.409,225.4
HE1124-2335,I.U.Roederer AJ 147 136 2014,11 27 26.94,-23 52 05.7,4870,1.65,-3.26,-3.36,0.15,0.11,0.25,-0.58,0.19,0.09,0.19,<2.3,,,,,,<0.13,,<1.54,,<1.36,,<1.85,,<1.91,,279 18 53.56,+35 07 20.60,1701.09,-10371.1,7392.44,24.029,-146.496,104.421,181.5
HE1144-1349,C.J.Hansen AAP 545 A31 2012,11 46 50.65,-14 06 43.4,6450,4.2,-2.56,-2.56,0.15,0.21,0.14,-0.02,0.13,0.44,0.18,,,,,,,,,,,,,,,,,280 08 06.46,+45 52 51.76,22.605,-126.453,132.47,,,,
HE1219-0312,C.J.Hansen AAP 545 A31 2012,12 21 34.14,-03 28 39.6,4600,1.05,-3.21,-3.21,0.15,0.01,0.13,-0.19,0.21,0.19,0.14,,,,,,,,,,,,,,,,,288 31 59.23,+58 33 23.65,6555.71,-19555.4,33731.6,,,,
HE1320-1339,I.U.Roederer AJ 147 136 2014,13 22 44.11,-13 55 31.4,4690,1.2,-2.93,-3.18,0.15,0.45,0.18,-0.49,0.17,-0.07,0.16,<1.62,,,,,,0.04,0.16,<0.65,,<0.87,,<1.12,,<1.14,,314 22 38.53,+48 14 58.59,1201.22,-1227.61,1924.32,80.521,-82.29,128.993,172.9
HE1337+0012,I.U.Roederer AJ 147 136 2014,13 40 02.50,-00 02 18.8,6030,3.6,-3.39,-3.58,0.21,0.1,0.14,<0.32,,<1.05,,<3.46,,,,,,<1.64,,<2.97,,<2.86,,<3.28,,,,328 10 42.37,+60 25 43.39,230.859,-143.259,478.831,185.637,-115.197,385.035,442.7
HE1337+0012,C.J.Hansen AAP 545 A31 2012,13 40 02.50,-00 02 18.8,6459,4.31,-3.1,-3.1,0.15,-0.05,0.1,0.02,0.13,,,,,,,,,,,,,,,,,,,328 10 42.37,+60 25 43.39,117.201,-72.729,243.089,,,,
HE1405-0822,W.Y.Cui AAP 558 A36 2013,14 07 42.90,-08 36 14.3,5220,1.7,-2.4,-2.37,0.1,-0.18,,0.26,,0.76,,0.91,,,,,,1.52,,1.07,,,,1.75,,,,,,,,,,,,
HE1523-0901,A.Frebel ApJ 660 L117 2007,15 26 01.07,-09 11 38.9,4630,1,-2.95,-3,0.2,,,,,,,,,,,,,1.86,0.05,,,1.78,-0.05,1.56,0.2,1.86,0.05,354 14 19.62,+37 49 47.94,3618.73,-365.103,2824.27,,,,
HE2138-3336,V.M.Placco ApJ 770 104 2013,21 41 20.40,-33 22 29.0,5850,3.6,-2.79,-2.79,0.01,0.27,0.15,0.48,0.15,0.81,0.2,,,,,,,<1.09,,,,,,2.28,0.2,,,,,,,,,,,
HE2229-4153,C.SiqueiraMello AAP 565 A93 2014,22 32 49.00,-41 38 25.0,5156,2.67,-2.62,-2.61,,0.31,,-0.07,,0.25,,,,<0.44,,,,0.37,,,,<0.56,,,,,,356 43 49.23,-58 13 19.84,1337.52,-76.41,-2162.58,-72.819,4.16,117.738,-138.5
HE2252-4225,L.Mashonkina AAP 569 A43 2014,22 54 58.56,-42 09 19.3,4710,1.65,-2.63,-2.94,0.08,0.23,,0.17,,0.43,,,,,,,,1.12,,1.06,,1.06,,,,1.25,,352 59 43.57,-61 56 14.97,6095.08,-748.875,-11519,,,,
HE2258-6358,V.M.Placco ApJ 770 104 2013,23 01 48.60,-63 42 24.0,4900,1.6,-2.67,-2.67,0.03,0.8,0.15,0.7,0.1,0.69,0.15,,,,,,,1.68,0.07,1.65,0.15,1.67,-0.15,2.16,0.15,,,,,,,,,,,
HE2327-5642,L.Mashonkina AAP 516 A46 2010,23 30 37.08,-56 26 14.3,5050,2.34,-2.78,-2.78,0.09,-0.1,,-0.12,,0.24,,,,0.49,,,,0.97,,0.95,,1.01,,0.75,,1.35,,323 38 33.16,-57 19 17.59,1978.7,-1456.56,-3830.34,122.706,-90.326,-237.532,282.2
LP625-44,W.Aoki PASJ 54 427 2002,16 43 14.03,-01 55 30.4,5500,2.5,-2.72,-2.72,0.2,1.17,0.24,1.04,0.22,1.53,0.21,,,,,,,1.72,0.24,,,2.27,-0.27,2.49,0.27,,,015 08 46.80,+27 10 29.72,1591.16,430.71,846.265,,,,
LP625-44,W.Aoki ApJ 536 L97 2000,16 43 14.03,-01 55 30.4,5500,2.8,-2.71,-2.72,0.13,1.22,0.16,0.96,0.12,1.36,0.12,,,,,,,2,0.2,,,2,-0.2,2.81,0.2,,,015 08 46.80,+27 10 29.72,1126.46,304.919,599.11,28.767,7.787,15.3,33.5
LP625-44,W.Aoki ApJ 650 L127 2006,16 43 14.03,-01 55 30.4,5500,2.5,-2.7,-2.7,,,,,,,,,,,,,,1.74,0.05,,,,,2.54,0.1,<1.47,,015 08 46.80,+27 10 29.72,1591.16,430.71,846.265,,,,
RAVEJ203843.2-002333,V.Placco ApJ 844 18 2017,20 38 43.20,-00 23 33.0,4630,1.2,-2.91,-2.93,0.05,0.54,0.11,0.21,0.07,0.7,0.02,,,,,,,1.64,0.04,1.36,0.04,1.58,-0.01,1.53,0.07,1.51,0.2,045 32 30.40,-23 52 14.60,4962.77,5057.52,-3135.63,-213.215,-217.286,134.716,-332.9
SDSSJ0912+0216,N.T.Behara AAP 513 A72 2010,09 12 43.71,+02 16 23.7,6500,4.5,-2.5,-2.48,,0.59,0.07,0.58,0.2,1.08,0.17,,,,,,,1.18,0.05,2.62,0.36,,,2.86,0.19,,,,,,,,,,,
SDSSJ1036+1212,N.T.Behara AAP 513 A72 2010,10 36 49.92,+12 12 19.9,6000,4,-3.2,-3.18,,-0.54,0.04,0.21,0.43,1.02,0.17,,,2.51,0.19,,,1.24,0.24,2.87,0.24,2.75,-0.13,2.49,0.6,1.95,,,,,,,,,,
SDSSJ1349-0229,N.T.Behara AAP 513 A72 2010,13 49 13.53,-02 29 42.9,6200,4,-3,-2.98,,1.32,0.17,1.26,0.29,1.56,0.32,,,,,,,1.6,0.08,2.66,0.4,,,3.28,,,,,,,,,,,,
TYC5619-109-1,C.B.Pereira MNRAS 469 774 2017,16 01 16.38,-12 01 52.8,4300,0.6,-1.55,-1.55,0.11,,,0.31,0.09,0.74,0.17,0.98,0.11,,,,,0.19,,,,,,,,,,,,,,,,,,
